path,hasShortAnswer,hasDefinition,hasImplementationPattern,hasSource,hasAnyModelTerm,gumroadCount,hasGumroad
"how-to-stop-being-lazy/index.html",true,false,false,true,true,6,true
"how-to-stop-doomscrolling/index.html",true,false,false,true,true,6,true
"how-to-stop-emotional-eating/index.html",true,false,false,true,true,6,true
"how-to-stop-procrastinating/index.html",true,false,false,true,true,6,true
"how-to-stop-restarting-your-diet/index.html",true,false,false,true,true,6,true
"how-to-structure-chatgpt-conversations/index.html",true,false,false,true,true,5,true
"how-to-think-clearly-under-pressure/index.html",true,false,false,true,true,5,true
"how-to-wake-up-early/index.html",true,false,false,true,true,6,true
"i-feel-behind-in-life/index.html",true,false,false,true,true,6,true
"i-feel-like-a-failure/index.html",true,false,false,true,true,6,true
"i-wasted-my-20s/index.html",true,false,false,true,true,5,true
"index.html",true,false,false,true,true,7,true
"insights/a-clean-system-for-handling-email-without-losing-your-day.html",true,true,false,true,true,5,true
"insights/a-simple-meeting-rule-that-prevents-calendar-chaos.html",true,true,false,true,true,5,true
"insights/anti-burnout-operating-system-founders.html",true,true,false,true,true,6,true
"insights/billionaire-operating-system-for-the-day.html",true,true,false,true,true,6,true
"insights/calm-execution-method.html",true,true,false,true,true,6,true
"insights/ceo-calendar-model-personal-time.html",true,true,false,true,true,6,true
"insights/create-calm-urgency.html",true,true,false,true,true,6,true
"insights/deep-work-realistic-protocol.html",true,true,false,true,true,6,true
"insights/discipline-vs-motivation-high-performance.html",true,true,false,true,true,6,true
"insights/elite-morning-structure-without-burnout.html",true,true,false,true,true,6,true
"insights/faster-decisions-with-decision-memo.html",true,true,false,true,true,6,true
"insights/fear-of-wasting-time-trap.html",true,true,false,true,true,6,true
"insights/five-minute-shutdown-ritual.html",true,true,false,true,true,6,true
"insights/framework-for-choosing-what-to-quit.html",true,true,false,true,true,6,true
"insights/habits-that-dont-break-when-missed.html",true,true,false,true,true,6,true
"insights/how-to-choose-the-one-winning-move-when-everything-feels-urgent.html",true,true,false,true,true,5,true
"insights/how-to-end-the-day-so-tomorrow-starts-fast-2.html",true,true,false,true,true,5,true
"insights/how-to-end-the-day-so-tomorrow-starts-fast.html",true,true,false,true,true,5,true
"insights/how-to-make-progress-on-low-energy-days-without-spiraling.html",true,true,false,true,true,5,true
"insights/how-to-set-a-daily-execution-floor-when-you-re-overwhelmed.html",true,true,false,true,true,5,true
"insights/identity-based-discipline-meaning.html",true,true,false,true,true,6,true
"insights/index.html",true,false,false,true,true,5,true
"insights/knowledge-system-that-gets-used.html",true,true,false,true,true,6,true
"insights/leverage-in-daily-life.html",true,true,false,true,true,6,true
"insights/meeting-to-execution-bridge.html",true,true,false,true,true,6,true
"insights/minimum-viable-day-momentum.html",true,true,false,true,true,6,true
"insights/ninety-minute-focus-blocks.html",true,true,false,true,true,6,true
"insights/one-page-life-plan.html",true,true,false,true,true,6,true
"insights/personal-playbook-recurring-problems.html",true,true,false,true,true,6,true
"insights/personal-scorecard-that-motivates.html",true,true,false,true,true,6,true
"insights/power-loop-sleep-movement-output.html",true,true,false,true,true,6,true
"insights/reset-after-bad-week.html",true,true,false,true,true,6,true
"insights/run-your-life-like-a-company.html",true,true,false,true,true,6,true
"insights/stop-overthinking-start-shipping.html",true,true,false,true,true,6,true
"insights/system-for-confidence.html",true,true,false,true,true,6,true
"insights/the-12-minute-reset-that-saves-your-afternoon.html",true,true,false,true,true,5,true
"insights/the-3-level-priority-filter-now-next-later-that-actually-sticks.html",true,true,false,true,true,5,true
"insights/the-90-second-reset-how-high-performers-stop-mental-spirals.html",true,false,false,true,true,5,true
"insights/the-anti-procrastination-approach-for-high-pressure-people.html",true,true,false,true,true,5,true
"insights/the-container-method-why-time-blocks-work-better-than-to-do-lists.html",true,true,false,true,true,5,true
"insights/three-layer-priority-stack.html",true,true,false,true,true,6,true
"insights/weekly-review-that-changes-outcomes.html",true,true,false,true,true,6,true
"insights/what-is-an-executive-operating-system.html",true,true,false,true,true,6,true
"is-billionaire-high-performance-coach-worth-it/index.html",true,false,false,true,true,6,true
"legal.html",true,false,false,true,true,6,true
"low-energy-structure/i-cant-get-out-of-bed/index.html",true,false,false,true,true,5,true
"low-energy-structure/index.html",true,false,false,true,true,5,true
"low-energy-structure/low-motivation-daily-system/index.html",true,false,false,true,true,5,true
"low-energy-structure/minimum-viable-day/index.html",true,false,false,true,true,5,true
"low-energy-structure/no-motivation-needed-system/index.html",true,false,false,true,true,5,true
"low-energy-structure/recover-after-bad-week/index.html",true,false,false,true,true,5,true
"low-energy-structure/small-step-execution-protocol/index.html",true,false,false,true,true,5,true
"low-energy-structure/structure-when-you-feel-nothing/index.html",true,false,false,true,true,5,true
"merge-all-my-tasks-system/index.html",true,false,false,true,true,7,true
"minimum-viable-day/index.html",true,false,false,true,true,5,true
"models/agenda-first-execution-loop/index.html",true,true,false,true,true,5,true
"models/ai-operator-team-model/index.html",true,true,false,true,true,5,true
"models/continuity-architecture/index.html",true,true,false,true,true,4,true
"models/decision-fatigue-funnel/index.html",true,true,false,true,true,5,true
"models/done-check-in-loop/index.html",true,true,false,true,true,4,true
"models/high-pressure-coaching-mode/index.html",true,true,false,true,true,5,true
"models/index.html",true,false,false,true,true,6,true
"models/minimum-viable-day/index.html",true,true,false,true,true,4,true
"models/never-miss-twice-recovery/index.html",true,true,false,true,true,5,true
"models/no-catch-up-rule/index.html",true,true,false,true,true,5,true
"models/operational-drift/index.html",true,true,false,true,true,4,true
"models/reset-cycle-model/index.html",true,true,false,true,true,5,true
"models/scope-cap-rule/index.html",true,true,false,true,true,5,true
"morning-workout-consistency/index.html",true,false,false,true,true,5,true
"multi-project-operator/anti-shiny-object-protocol/index.html",true,false,false,true,true,5,true
"multi-project-operator/focus-on-one-thing-system/index.html",true,false,false,true,true,5,true
"multi-project-operator/index.html",true,false,false,true,true,5,true
"multi-project-operator/juggling-multiple-goals/index.html",true,false,false,true,true,5,true
"multi-project-operator/merging-projects-into-one-daily-plan/index.html",true,false,false,true,true,5,true
"multi-project-operator/operator-mode-for-entrepreneurs/index.html",true,false,false,true,true,5,true
"multi-project-operator/prevent-project-hopping/index.html",true,false,false,true,true,5,true
"multi-project-operator/too-many-side-projects/index.html",true,false,false,true,true,5,true
"never-miss-twice-rule/index.html",true,false,false,true,true,5,true
"no-catch-up-rule/index.html",true,false,false,true,true,5,true
"pillars/accountability/index.html",true,false,false,true,true,4,true
"pillars/ai.html",true,false,false,true,true,5,true
"pillars/body.html",true,false,false,true,true,5,true
"pillars/burnout-recovery/index.html",true,false,false,true,true,4,true
"pillars/discipline/index.html",true,false,false,true,true,4,true
"pillars/execution/index.html",true,false,false,true,true,4,true
"pillars/executive-os/index.html",true,false,false,true,true,4,true
"pillars/identity/index.html",true,false,false,true,true,4,true
"pillars/index.html",true,false,false,true,true,4,true
"pillars/leverage/index.html",true,false,false,true,true,4,true
"pillars/mind.html",true,false,false,true,true,5,true
"pillars/money.html",true,false,false,true,true,5,true
"pillars/spirit.html",true,false,false,true,true,5,true
"pillars/systems/index.html",true,false,false,true,true,4,true
"pillars/systems-decisions/index.html",true,false,false,true,true,4,true
"pillars/systems.html",true,false,false,true,true,5,true
"pillars/wealth/index.html",true,false,false,true,true,4,true
"product.html",true,false,false,true,true,9,true
"raise-your-standards/index.html",true,false,false,true,true,5,true
"reduce-cognitive-overload/index.html",true,false,false,true,true,6,true
"reduce-decision-fatigue-system/index.html",true,false,false,true,true,7,true
"reduce-mental-load/index.html",true,false,false,true,true,6,true
"researching-instead-of-doing/index.html",true,false,false,true,true,6,true
"restore-composure-fast/index.html",true,false,false,true,true,5,true
"self-accountability-system/index.html",true,false,false,true,true,6,true
"single-priority-architecture/index.html",true,false,false,true,true,7,true
"start-here.html",false,true,false,false,true,5,true
"stop-being-average/index.html",true,false,false,true,true,6,true
"stop-binge-reset-cycle/index.html",true,false,false,true,true,6,true
"stop-mental-load/index.html",true,false,false,true,true,6,true
"stop-overplanning/index.html",true,false,false,true,true,6,true
"stop-renegotiating-your-day/index.html",true,false,false,true,true,6,true
"stop-spiraling-before-big-moments/index.html",true,false,false,true,true,5,true
"stop-wasting-mornings/index.html",true,false,false,true,true,6,true
"strategy.html",true,false,false,true,true,3,true
"structured-ai-accountability-system/index.html",true,false,false,true,true,5,true
"think-like-a-billionaire/index.html",true,false,false,true,true,6,true
"tool-to-tell-me-what-to-do/index.html",true,false,false,true,true,7,true
"topics/accountability-consistency/index.html",true,false,false,true,true,5,true
"topics/ai-coach-chief-of-staff/index.html",true,false,false,true,true,5,true
"topics/burnout-recovery/index.html",true,false,false,true,true,5,true
"topics/high-performance-coaching/index.html",true,false,false,true,true,5,true
"topics/index.html",true,false,false,true,true,5,true
"topics/overwhelm-executive-dysfunction/index.html",true,false,false,true,true,4,true
"topics/productivity-systems/index.html",true,false,false,true,true,5,true
"topics/systems-thinking-decisions/index.html",true,false,false,true,true,5,true
"turn-chatgpt-into-a-coach/index.html",true,false,false,true,true,6,true
"upgrade-your-identity/index.html",true,false,false,true,true,6,true
"what-is-this-system.html",false,true,false,false,true,5,true
"what-should-i-work-on/help-me-plan-my-day/index.html",true,false,false,true,true,5,true
"what-should-i-work-on/how-to-choose-one-thing/index.html",true,false,false,true,true,5,true
"what-should-i-work-on/how-to-prioritize-my-to-do-list/index.html",true,false,false,true,true,5,true
"what-should-i-work-on/index.html",true,false,false,true,true,5,true
"what-should-i-work-on/organize-my-to-dos/index.html",true,false,false,true,true,5,true
"what-should-i-work-on/too-many-tasks-what-now/index.html",true,false,false,true,true,5,true
"what-should-i-work-on/turn-goals-into-daily-actions/index.html",true,false,false,true,true,5,true
"what-should-i-work-on/what-should-i-work-on-today/index.html",true,false,false,true,true,5,true
"white-paper/index.html",true,false,false,true,true,6,true
"why-chatgpt-advice-doesnt-stick/index.html",true,false,false,true,true,5,true
"why-i-keep-resetting-my-life/index.html",true,false,false,true,true,6,true
"why-i-keep-starting-over/index.html",true,false,false,true,true,7,true
"why-i-sabotage-my-progress/index.html",true,false,false,true,true,6,true
"why-motivation-doesnt-last/index.html",true,false,false,true,true,6,true
"work-with-spry.html",true,false,false,true,true,6,true
